113,Before and After (1996),Drama|Mystery,Two parents deal with the effects when their son is accused of murdering his girlfriend.
114,Margaret's Museum (1995),Drama,In a town where half the men die down the coalpit Margaret MacNeil is quite happy being single. Until she meets Neil Currie a charming and sincere bagpipe-playing Gaelic-speaking dishwasher. But no matter what you do you can't avoid the spectre of the pit forever.
116,Anne Frank Remembered (1995),Documentary,Using previously unreleased archival material in addition to contemporary interviews this academy award-winning documentary tells the story of the Frank family and presents the first fully-rounded portrait of their brash and free-spirited daughter Anne perhaps the world's most famous victim of the Holocaust.
117,"Young Poisoner's Handbook, The (1995)",Crime|Drama,This film is based on a true story about a British teenager who allegedly poisoned family friends and co-workers. Graham is highly intelligent but completely amoral. He becomes interested in science especially chemistry and begins to read avidly. Something of a social misfit he is fascinated by morbid subjects such as poisons and murder. His family environment is intolerable to him and in particular his stepmother torments him. He decides to poison those who annoy him first with antimony and later with thallium. He smugly thinks himself cleverer than all those around him but nevertheless he is caught and sentenced to 'rehabilitation' at a psychiatric institution. Once there he undertakes to deceive the new eminent psychiatrist sent there to 'cure' him thereby securing his release.
118,If Lucy Fell (1996),Comedy|Romance,Joe and Lucy are roommates and best friends. Lucy whose love life is embarrassingly dull convinces Joe who is infatuated with a neighbor he's never met that if they don't have stable romances within a month they must jump off the Brooklyn Bridge.
119,"Steal Big, Steal Little (1995)",Comedy,Ruben and Robby are twin brothers adopted by Mona one of the wealthiest - and most eccentric - women in Santa Barbara. Ruben is devoted to Mona but Robby is more devoted to her money. So...
121,"Boys of St. Vincent, The (1992)",Drama,This movie is based on actual events but it says it is not all about one specific incident. It documents St. Vincent's Orphanage in Canada where many of the boys suffer physical emotional and sexual abuse at the hands of the brothers who run the facility. When the stories are surfaced and a police investigation is begun religious and political groups work to silence the story to keep it from reaching the public.
122,Boomerang (1992),Comedy|Romance,Marcus is a successful advertising executive who woos and beds women almost at will. After a company merger he finds that his new boss the ravishing Jacqueline is treating him in exactly the same way. Completely traumatized by this his work goes badly downhill. But then Jacqueline's more quietly attractive assistant Angela who has been dating Marcus' best friend shows herself more than a little concerned by his parlous state.
123,Chungking Express (Chung Hing sam lam) (1994),Drama|Mystery|Romance,Two melancholy Hong Kong policemen fall in love: one with a mysterious female underworld figure the other with a beautiful and ethereal server at a late-night restaurant he frequents.
124,"Star Maker, The (Uomo delle stelle, L') (1995)",Drama,"Dottore" Joe Moretti travels round Sicily doing screen tests for the big Roman studios. He's a conman and takes money or favours for his efforts. Beata a young illiterate convent girl desperately wants to change her life and falls for him belatedly he realises his feelings for her. Their love affair is doomed when he's arrested.
125,Flirting With Disaster (1996),Comedy,Mel Coplin departs on a mission of discovery dragging his wife and 4 month old son behind. He and wife Nancy won't agree on a name for their son until adopted Mel gets in touch with his roots. He assures her that once he knows who he really is the right name for their boy will be a snap. Enlisting the aid of student-psychologist and part-time adoption agent Tina Kalb they embark on a journey across the United States to find Mel's "birth" mother. "The best part" Mel tells Nancy "is it's all free." Tina is finishing her dissertation and will film the happy reunion of mother and child as part of her research. For this privilege she's footing the bill. His adoptive parents are left behind feeling abandoned by an ungrateful son. Clerical errors mistaken identities Nancy's misplaced high school friend and his gay lover and a super-charged libido here and there are thrown into the mix along the way until -- at last -- Mel's real parents the Schlictings (mispronounced as "Shit-kings" by Mrs. Coplin) are discovered in remote New Mexico. There Mel begins to wonder if he would have been better off not knowing these people after all.
126,"NeverEnding Story III, The (1994)",Adventure|Children|Fantasy,Bastian's dream to get a sibling becomes true when his father re-marries but soon he has trouble with his new stepsister Nicole and with a gang of school bullies the Nasties. Hiding in the school library Bastian finds his favorite book of THE NEVERENDING STORY where it is later found by Slip the gang leader. The latter recognizes the power of the book and begins to form Fantasia after his bad intentions. When the chaos becomes worse the Child-like Empress requests Bastian to move back to the real world get the book back and save Fantasia. Accidentally some Fantasia characters travel with him to reality but get lost in different places. Meanwhile Slip and the other Nasties spread anarchy. Finally Bastian gets support from Nicole who begins to believe in the power of Fantasia.
